Data,Category,Ativos,ANR,Falhas,Views,Instalações,Visibility,Total Reviews,Rate,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,poisition,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão
2020-06-19,FINANCE,7275,-,7,,200,,,,176,42,28,19,209,474,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",151,1,225,948,141,14.9%
2020-06-20,FINANCE,7261,-,2,,210,,,,176,42,28,19,209,474,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",160,-,206,816,146,17.9%
2020-06-21,FINANCE,7117,-,5,,191,,,,176,42,28,19,209,474,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",151,-,183,854,135,15.8%
2020-06-22,FINANCE,7169,-,5,,271,,,,176,42,28,19,209,474,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",222,-,218,1298,220,16.9%
2020-06-23,FINANCE,7208,-,9,,247,,,,176,42,28,19,209,474,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",202,-,211,1007,190,18.9%
2020-06-24,FINANCE,7215,-,3,,211,,,,176,42,28,19,209,474,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",188,-,213,917,173,18.9%
2020-06-25,FINANCE,7234,-,6,,211,,,,176,42,28,19,209,474,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",173,-,190,916,147,16.0%
2020-06-26,FINANCE,7290,-,7,,261,,,,176,42,28,19,209,474,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",229,-,230,1442,224,15.5%
2020-06-27,FINANCE,7323,-,7,,393,,,,176,43,28,19,210,476,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",266,-,260,1559,245,15.7%
2020-06-28,FINANCE,7321,-,1,,254,,,,176,43,28,19,210,476,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",226,-,237,1258,209,16.6%
2020-06-29,FINANCE,7288,-,12,,217,,,,176,43,28,19,210,476,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",170,5,256,912,146,16.0%
2020-06-30,FINANCE,7371,-,7,,445,,,,176,43,28,19,210,476,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",390,-,352,1990,386,19.4%
2020-07-01,FINANCE,7420,-,7,,335,,,,177,43,28,19,210,477,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",275,-,330,854,135,15.8%
2020-07-02,FINANCE,7403,-,1,,335,,,,182,38,28,19,210,477,"2,92",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",283,-,301,1328,275,20.7%
2020-07-03,FINANCE,7407,-,8,,328,,,,182,38,28,19,210,477,"2,92",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",277,5,330,1420,268,18.9%
2020-07-04,FINANCE,7420,1,9,,310,,,,182,38,28,19,211,478,"2,92",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",264,-,283,1265,252,19.9%
2020-07-05,FINANCE,7490,-,-,,309,,,,183,38,28,14,216,479,"2,91",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",274,-,272,1550,264,17.0%
2020-07-06,FINANCE,7537,-,12,,419,,,,183,38,33,14,212,480,"2,93",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",366,1,356,1741,346,19.9%
2020-07-07,FINANCE,7581,1,12,,393,,,,183,38,33,14,212,480,"2,93",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",354,2,344,2058,343,16.7%
2020-07-08,FINANCE,7580,-,9,,374,,,,188,38,33,14,207,480,"2,97",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",332,-,373,1749,323,18.5%
2020-07-09,FINANCE,7650,-,18,,394,,,,189,38,33,14,208,482,"2,97",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",355,5,334,2041,341,16.7%
2020-07-10,FINANCE,7608,-,16,,373,,,,184,38,38,19,203,482,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",324,-,358,1884,319,16.9%
2020-07-11,FINANCE,7640,-,5,,218,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",191,2,232,1186,178,15.0%
2020-07-12,FINANCE,7638,-,11,,191,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",162,-,204,876,156,17.8%
2020-07-13,FINANCE,7700,-,7,,366,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",331,3,302,1999,328,16.4%
2020-07-14,FINANCE,7755,-,5,,348,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",308,-,303,1779,289,16.2%
2020-07-15,FINANCE,7683,-,3,,222,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",182,-,259,1186,173,14.6%
2020-07-16,FINANCE,7733,-,8,,234,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",203,-,219,1112,193,17.4%
2020-07-17,FINANCE,7660,-,6,,137,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",106,-,163,673,89,13.2%
2020-07-18,FINANCE,7620,-,4,,109,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",82,-,147,462,68,14.7%
2020-07-19,FINANCE,7561,-,5,,100,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",76,-,160,452,66,14.6%
2020-07-20,FINANCE,7586,3,11,,176,,,,185,39,39,19,204,486,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",135,-,175,814,129,15.8%
2020-07-21,FINANCE,7576,1,32,,208,,,,185,39,39,19,204,486,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",147,-,197,968,141,14.6%
2020-07-22,FINANCE,7556,-,11,,226,,,,185,39,39,19,204,486,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",189,1,207,1174,188,16.0%
2020-07-23,FINANCE,7598,-,5,,204,,,,185,38,38,19,204,484,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",166,-,204,1036,161,15.5%
2020-07-24,FINANCE,7549,-,8,,212,,,,185,39,39,19,204,486,"2,96",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",152,-,222,982,146,14.9%
2020-07-25,FINANCE,7554,1,5,,169,,,,191,39,39,19,200,488,3,200+,"Conta Digital Ewally: Para cobrar, pagar e receber",125,-,187,891,117,13.1%
2020-07-26,FINANCE,7500,-,5,,168,,,,201,34,39,19,196,489,"3,05",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",115,5,173,732,107,14.6%
2020-07-27,FINANCE,7591,-,7,,324,,,,201,34,39,19,196,489,"3,05",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",288,5,279,1570,279,17.8%
2020-07-28,FINANCE,7631,-,8,,367,,,,201,34,39,19,196,489,"3,05",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",324,5,294,1592,312,19.6%
2020-07-29,FINANCE,7643,-,12,,280,,,,207,34,39,19,192,491,"3,09",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",242,-,269,1373,228,16.6%
2020-07-30,FINANCE,7589,-,4,,224,,,,207,34,39,19,193,492,"3,09",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",196,5,258,1074,172,16.0%
2020-07-31,FINANCE,7574,-,11,,211,,,,208,34,44,19,188,493,"3,11",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",176,4,212,990,171,17.3%
2020-08-01,FINANCE,7624,-,4,,184,,,,208,34,44,19,188,493,"3,11",200+,"Conta Digital Ewally: Para cobrar, pagar e receber",149,3,179,663,138,20.8%
2020-08-02,FINANCE,7611,-,4,,182,,,,,,,,,,,200+,"Conta Digital Ewally: Para cobrar, pagar e receber",157,5,179,715,147,20.6%
2020-08-03,FINANCE,7670,-,6,,335,,,,,,,,,,,200+,"Conta Digital Ewally: Para cobrar, pagar e receber",290,-,269,1165,274,23.5%
2020-08-04,FINANCE,7649,-,5,,245,,,,,,,,,,,200+,"Conta Digital Ewally: Para cobrar, pagar e receber",211,5,239,787,193,24.5%
2020-01-01,SHOPPING,"92,547",5,6,,812,,,,7778,644,211,130,725,9488,"4,54",81,Fogás: Comparar preços e pedir delivery de gás,812,4.67,"1,131",7685,753,9.8%
2020-01-02,SHOPPING,"92,636",3,20,,852,,,,7768,674,211,130,714,9497,"4,542",75,Fogás: Comparar preços e pedir delivery de gás,852,4.43,"1,255",5424,781,14.4%
2020-01-03,SHOPPING,"92,977",2,13,,"1,056",,,,7785,673,211,130,704,9503,"4,547",80,Fogás: Comparar preços e pedir delivery de gás,"1,056",4.71,"1,364",7311,989,13.5%
2020-01-04,SHOPPING,"93,018",1,8,,862,,,,7788,674,211,130,714,9517,"4,543",79,Fogás: Comparar preços e pedir delivery de gás,862,4.11,"1,266",8626,821,9.5%
2020-01-05,SHOPPING,"93,287",2,8,,875,,,,7796,674,211,130,715,9526,"4,543",81,Fogás: Comparar preços e pedir delivery de gás,875,4.89,"1,144",8078,823,10.2%
2020-01-06,SHOPPING,"93,731",1,13,,"1,106",,,,7803,675,211,131,715,9535,"4,543",81,Fogás: Comparar preços e pedir delivery de gás,"1,106",4.69,"1,254",5737,1013,17.7%
2020-01-07,SHOPPING,"93,874",1,7,,754,,,,7809,704,211,120,704,9548,"4,549",80,Fogás: Comparar preços e pedir delivery de gás,754,3.91,"1,128",2912,675,23.2%
2020-01-08,SHOPPING,"93,841",4,8,,693,,,,7809,714,211,120,704,9558,"4,548",82,Fogás: Comparar preços e pedir delivery de gás,693,4.38,"1,236",2979,621,20.8%
2020-01-09,SHOPPING,"93,757",-,13,,563,,,,7830,724,201,130,684,9569,"4,555",93,Fogás: Comparar preços e pedir delivery de gás,563,5.00,"1,110",2716,499,18.4%
2020-01-10,SHOPPING,"93,721",1,2,,702,,,,7830,733,201,130,683,9577,"4,555",75,Fogás: Comparar preços e pedir delivery de gás,702,4.86,"1,185",2709,647,23.9%
2020-01-11,SHOPPING,"93,781",-,9,,528,,,,7835,724,211,130,683,9583,"4,554",80,Fogás: Comparar preços e pedir delivery de gás,528,4.17,"1,070",2142,477,22.3%
2020-01-12,SHOPPING,"93,280",-,14,,466,,,,7833,724,211,130,693,9591,"4,55",93,Fogás: Comparar preços e pedir delivery de gás,466,4.50,"1,258",1273,429,33.7%
2020-01-13,SHOPPING,"93,385",2,4,,778,,,,7829,733,201,130,703,9596,"4,548",95,Fogás: Comparar preços e pedir delivery de gás,778,4.25,"1,165",4814,696,14.5%
2020-01-14,SHOPPING,"93,429",-,4,,653,,,,7844,724,201,130,704,9603,"4,549",93,Fogás: Comparar preços e pedir delivery de gás,653,4.78,"1,015",3637,586,16.1%
2020-01-15,SHOPPING,"93,234",1,5,,616,,,,7851,724,201,130,704,9610,"4,549",99,Fogás: Comparar preços e pedir delivery de gás,616,5.00,"1,463",3095,559,18.1%
2020-01-16,SHOPPING,"93,210",1,10,,553,,,,7857,725,201,130,705,9618,"4,549",98,Fogás: Comparar preços e pedir delivery de gás,553,4.83,"1,087",2508,502,20.0%
2020-01-17,SHOPPING,"93,300",2,8,,615,,,,7876,727,201,131,706,9641,"4,549",105,Fogás: Comparar preços e pedir delivery de gás,615,4.64,"1,024",2225,556,25.0%
2020-01-18,SHOPPING,"93,289",-,8,,518,,,,7953,673,211,120,693,9650,"4,561",101,Fogás: Comparar preços e pedir delivery de gás,518,4.17,949,2299,478,20.8%
2020-01-19,SHOPPING,"93,199",-,5,,418,,,,7974,663,211,120,693,9661,"4,563",103,Fogás: Comparar preços e pedir delivery de gás,418,4.50,910,809,343,42.4%
2020-01-20,SHOPPING,"93,383",-,11,,766,,,,7966,663,211,120,714,9674,"4,555",103,Fogás: Comparar preços e pedir delivery de gás,766,3.93,"1,079",3415,687,20.1%
2020-01-21,SHOPPING,"93,455",1,3,,681,,,,8000,654,201,130,704,9689,"4,56",101,Fogás: Comparar preços e pedir delivery de gás,681,3.77,"1,019",3127,613,19.6%
2020-01-22,SHOPPING,"93,643",2,1,,695,,,,8002,644,191,140,724,9701,"4,552",97,Fogás: Comparar preços e pedir delivery de gás,695,4.86,"1,030",2473,636,25.7%
2020-01-23,SHOPPING,"93,573",6,88,,557,,,,7945,663,201,140,764,9713,"4,532",95,Fogás: Comparar preços e pedir delivery de gás,557,4.63,"1,068",1661,499,30.0%
2020-01-24,SHOPPING,"93,742",2,49,,616,,,,7948,664,201,140,764,9717,"4,532",97,Fogás: Comparar preços e pedir delivery de gás,616,4.50,946,2200,556,25.3%
2020-01-25,SHOPPING,"93,896",4,67,,619,,,,7975,673,211,140,724,9723,"4,546",100,Fogás: Comparar preços e pedir delivery de gás,619,4.67,966,2408,549,22.8%
2020-01-26,SHOPPING,"93,961",1,100,,728,,,,7996,663,211,160,704,9734,"4,55",99,Fogás: Comparar preços e pedir delivery de gás,728,3.82,"1,095",3201,664,20.7%
2020-01-27,SHOPPING,"94,062",3,143,,855,,,,7996,684,211,160,694,9745,"4,552",96,Fogás: Comparar preços e pedir delivery de gás,855,4.33,"1,349",3641,779,21.4%
2020-01-28,SHOPPING,"94,110",3,142,,779,,,,7993,673,221,180,683,9750,"4,549",89,Fogás: Comparar preços e pedir delivery de gás,779,4.91,"1,259",2437,692,28.4%
2020-01-29,SHOPPING,"94,169",1,40,,705,,,,7982,674,221,181,704,9762,"4,541",89,Fogás: Comparar preços e pedir delivery de gás,705,4.50,"1,224",2473,633,25.6%
2020-01-30,SHOPPING,"94,066",2,26,,669,,,,8010,664,221,181,694,9770,"4,547",90,Fogás: Comparar preços e pedir delivery de gás,669,4.86,"1,207",2391,591,24.7%
2020-01-31,SHOPPING,"94,218",1,23,,673,,,,8037,663,221,181,673,9775,"4,556",95,Fogás: Comparar preços e pedir delivery de gás,673,4.88,"1,052",2529,607,24.0%
2020-02-01,SHOPPING,"94,379",-,13,,722,,,,8034,673,221,180,673,9781,"4,555",95,Fogás: Comparar preços e pedir delivery de gás,722,5.00,"1,046",3362,668,19.9%
2020-02-02,SHOPPING,"94,574",-,24,,804,,,,8050,674,211,181,674,9790,"4,557",94,Fogás: Comparar preços e pedir delivery de gás,804,5.00,"1,099",3566,746,20.9%
2020-02-03,SHOPPING,"94,827",2,24,,831,,,,8087,663,211,181,653,9795,"4,567",88,Fogás: Comparar preços e pedir delivery de gás,831,4.50,"1,087",3795,755,19.9%
2020-02-04,SHOPPING,"95,079",3,88,,817,,,,8101,664,211,181,654,9811,"4,567",91,Fogás: Comparar preços e pedir delivery de gás,817,4.60,"1,132",3472,745,21.5%
2020-02-05,SHOPPING,"95,371",1,12,,818,,,,8110,664,211,181,654,9820,"4,567",88,Fogás: Comparar preços e pedir delivery de gás,818,4.50,"1,050",3303,761,23.0%
2020-02-06,SHOPPING,"95,512",5,15,,727,,,,8133,663,211,180,643,9830,"4,573",90,Fogás: Comparar preços e pedir delivery de gás,727,4.20,"1,007",2759,671,24.3%
2020-02-07,SHOPPING,"95,511",2,12,,746,,,,8132,664,211,191,644,9842,"4,57",90,Fogás: Comparar preços e pedir delivery de gás,746,4.33,"1,214",3317,693,20.9%
2020-02-08,SHOPPING,"95,668",3,22,,679,,,,8138,653,201,191,663,9846,"4,565",90,Fogás: Comparar preços e pedir delivery de gás,679,5.00,"1,090",2867,614,21.4%
2020-02-09,SHOPPING,"95,874",4,18,,836,,,,8157,653,201,181,663,9855,"4,568",90,Fogás: Comparar preços e pedir delivery de gás,836,4.44,"1,165",3250,770,23.7%
2020-02-10,SHOPPING,"96,182",-,17,,863,,,,8216,623,191,181,653,9864,"4,578",90,Fogás: Comparar preços e pedir delivery de gás,863,4.00,"1,116",3635,807,22.2%
2020-02-11,SHOPPING,"96,500",-,33,,853,,,,8224,643,191,180,633,9871,"4,585",86,Fogás: Comparar preços e pedir delivery de gás,853,3.88,"1,122",3569,805,22.6%
2020-02-12,SHOPPING,"96,726",7,31,,872,,,,8222,643,190,190,633,9878,"4,582",85,Fogás: Comparar preços e pedir delivery de gás,872,4.82,"1,226",3702,824,22.3%
2020-02-13,SHOPPING,"97,035",1,23,,877,,,,8213,654,191,191,644,9893,"4,577",86,Fogás: Comparar preços e pedir delivery de gás,877,4.57,"1,195",3786,830,21.9%
2020-02-14,SHOPPING,"97,033",2,26,,783,,,,8241,654,191,181,633,9900,"4,584",84,Fogás: Comparar preços e pedir delivery de gás,783,5.00,"1,265",3614,720,19.9%
2020-02-15,SHOPPING,"97,130",-,13,,799,,,,8229,664,201,181,633,9908,"4,582",84,Fogás: Comparar preços e pedir delivery de gás,799,3.80,"1,175",3596,732,20.4%
2020-02-16,SHOPPING,"97,238",2,20,,899,,,,8234,663,201,180,633,9911,"4,582",81,Fogás: Comparar preços e pedir delivery de gás,899,4.00,"1,300",3821,841,22.0%
2020-02-17,SHOPPING,"97,366",3,11,,902,,,,8241,653,211,180,633,9918,"4,582",82,Fogás: Comparar preços e pedir delivery de gás,902,5.00,"1,267",3791,841,22.2%
2020-02-18,SHOPPING,"97,562",29,26,,871,,,,8225,653,221,181,643,9923,"4,575",78,Fogás: Comparar preços e pedir delivery de gás,871,4.50,"1,199",4058,801,19.7%
2020-02-19,SHOPPING,"97,760",4,15,,807,,,,8243,654,221,181,644,9943,"4,576",78,Fogás: Comparar preços e pedir delivery de gás,807,4.92,"1,127",3783,762,20.1%
2020-02-20,SHOPPING,"97,784",2,36,,776,,,,8235,664,221,181,654,9955,"4,571",85,Fogás: Comparar preços e pedir delivery de gás,776,4.33,"1,215",3645,730,20.0%
2020-02-21,SHOPPING,"97,894",2,25,,738,,,,8245,674,221,171,654,9965,"4,574",81,Fogás: Comparar preços e pedir delivery de gás,738,4.83,"1,177",3625,686,18.9%
2020-02-22,SHOPPING,"97,913",1,14,,748,,,,8236,684,211,171,674,9976,"4,567",84,Fogás: Comparar preços e pedir delivery de gás,748,4.78,"1,245",3677,689,18.7%
2020-02-23,SHOPPING,"98,082",-,18,,827,,,,8255,684,201,171,674,9985,"4,57",83,Fogás: Comparar preços e pedir delivery de gás,827,5.00,"1,163",4757,778,16.4%
2020-02-24,SHOPPING,"98,359",-,13,,834,,,,8252,693,201,170,673,9989,"4,569",84,Fogás: Comparar preços e pedir delivery de gás,834,4.35,"1,091",4537,758,16.7%
2020-02-25,SHOPPING,"98,394",2,19,,826,,,,8265,694,201,171,674,10005,"4,569",78,Fogás: Comparar preços e pedir delivery de gás,826,4.41,"1,300",4223,758,17.9%
2020-02-26,SHOPPING,"98,444",2,28,,881,,,,8261,714,201,171,674,10021,"4,568",75,Fogás: Comparar preços e pedir delivery de gás,881,5.00,"1,440",4249,809,19.0%
2020-02-27,SHOPPING,"98,342",3,16,,760,,,,8274,715,201,171,675,10036,"4,568",78,Fogás: Comparar preços e pedir delivery de gás,760,4.38,"1,308",4291,717,16.7%
2020-02-28,SHOPPING,"98,325",7,10,,834,,,,8282,715,211,181,654,10043,"4,572",82,Fogás: Comparar preços e pedir delivery de gás,834,4.72,"1,294",4141,796,19.2%
2020-02-29,SHOPPING,"98,492",1,19,,774,,,,8332,714,211,171,634,10062,"4,584",84,Fogás: Comparar preços e pedir delivery de gás,774,4.25,"1,052",4148,723,17.4%
2020-03-01,SHOPPING,"98,585",2,10,,893,,,,8318,734,221,160,643,10076,"4,58",87,Fogás: Comparar preços e pedir delivery de gás,893,4.64,"1,306",4517,860,19.0%
2020-03-02,SHOPPING,"98,787",1,14,,911,,,,8310,724,231,181,643,10089,"4,573",82,Fogás: Comparar preços e pedir delivery de gás,911,4.73,"1,247",3912,852,21.8%
2020-03-03,SHOPPING,"98,936",-,26,,820,,,,8319,725,231,181,644,10100,"4,573",81,Fogás: Comparar preços e pedir delivery de gás,820,4.29,"1,156",3367,766,22.8%
2020-03-04,SHOPPING,"98,925",1,28,,770,,,,8343,705,231,181,654,10114,"4,572",81,Fogás: Comparar preços e pedir delivery de gás,770,3.75,"1,263",3414,704,20.6%
2020-03-05,SHOPPING,"98,938",1,39,,824,,,,8318,724,261,170,653,10126,"4,568",83,Fogás: Comparar preços e pedir delivery de gás,824,4.75,"1,357",4307,771,17.9%
2020-03-06,SHOPPING,"99,153",-,21,,752,,,,8308,724,251,191,663,10137,"4,561",84,Fogás: Comparar preços e pedir delivery de gás,752,4.73,"1,068",3863,694,18.0%
2020-03-07,SHOPPING,"99,459",3,15,,803,,,,8331,714,251,191,664,10151,"4,562",83,Fogás: Comparar preços e pedir delivery de gás,803,4.82,"1,107",3998,750,18.8%
2020-03-08,SHOPPING,"99,424",1,17,,779,,,,8347,714,241,191,674,10167,"4,56",84,Fogás: Comparar preços e pedir delivery de gás,779,4.67,"1,296",4060,713,17.6%
2020-03-09,SHOPPING,"99,585",-,25,,739,,,,8352,714,241,191,674,10172,"4,561",82,Fogás: Comparar preços e pedir delivery de gás,739,4.71,"1,240",2915,685,23.5%
2020-03-10,SHOPPING,"99,600",1,14,,819,,,,8366,704,251,191,674,10186,"4,56",82,Fogás: Comparar preços e pedir delivery de gás,819,4.73,"1,152",3654,731,20.0%
2020-03-11,SHOPPING,"99,767",-,36,,727,,,,8378,705,252,191,675,10201,"4,56",84,Fogás: Comparar preços e pedir delivery de gás,727,4.22,"1,251",3162,694,21.9%
2020-03-12,SHOPPING,"99,890",1,20,,745,,,,8380,724,271,181,653,10209,"4,567",91,Fogás: Comparar preços e pedir delivery de gás,745,4.23,"1,335",3679,676,18.4%
2020-03-13,SHOPPING,"100,036",1,11,,658,,,,8375,723,291,180,653,10222,"4,563",86,Fogás: Comparar preços e pedir delivery de gás,658,3.67,"1,059",4332,636,14.7%
2020-03-14,SHOPPING,"100,049",1,11,,689,,,,8378,724,291,181,653,10227,"4,563",91,Fogás: Comparar preços e pedir delivery de gás,689,4.80,"1,143",4085,637,15.6%
2020-03-15,SHOPPING,"100,059",1,8,,838,,,,8380,714,291,181,674,10240,"4,557",91,Fogás: Comparar preços e pedir delivery de gás,838,4.38,"1,308",4511,787,17.4%
2020-03-16,SHOPPING,"100,175",1,19,,820,,,,8414,714,291,181,654,10254,"4,565",82,Fogás: Comparar preços e pedir delivery de gás,820,4.50,"1,233",4520,774,17.1%
2020-03-17,SHOPPING,"100,249",3,14,,747,,,,8426,714,291,181,654,10266,"4,566",81,Fogás: Comparar preços e pedir delivery de gás,747,5.00,"1,172",4103,713,17.4%
2020-03-18,SHOPPING,"100,455",2,17,,770,,,,8415,703,301,180,673,10272,"4,558",98,Fogás: Comparar preços e pedir delivery de gás,770,4.00,"1,217",4110,708,17.2%
2020-03-19,SHOPPING,"100,515",1,20,,886,,,,8423,704,301,181,674,10283,"4,558",83,Fogás: Comparar preços e pedir delivery de gás,886,4.80,"1,423",4195,805,19.2%
2020-03-20,SHOPPING,"100,629",92,62,,953,,,,8443,695,302,181,685,10306,"4,555",93,Fogás: Comparar preços e pedir delivery de gás,953,4.80,"1,532",4086,867,21.2%
2020-03-21,SHOPPING,"100,941",8,43,,"1,025",,,,8435,726,302,181,696,10340,"4,549",81,Fogás: Comparar preços e pedir delivery de gás,"1,025",4.88,"1,398",5123,958,18.7%
2020-03-22,SHOPPING,"101,069",1,26,,"1,231",,,,8449,726,302,181,696,10354,"4,55",86,Fogás: Comparar preços e pedir delivery de gás,"1,231",4.90,"1,754",4879,1138,23.3%
2020-03-23,SHOPPING,"101,592",2,14,,"1,638",,,,8409,795,312,181,684,10381,"4,547",77,Fogás: Comparar preços e pedir delivery de gás,"1,638",4.88,"1,874",5557,1518,27.3%
2020-03-24,SHOPPING,"101,971",-,24,,"1,512",,,,8442,785,312,181,685,10405,"4,549",76,Fogás: Comparar preços e pedir delivery de gás,"1,512",4.57,"1,908",5797,1405,24.2%
2020-03-25,SHOPPING,"102,210",64,40,,"1,464",,,,8467,767,322,181,686,10423,"4,549",70,Fogás: Comparar preços e pedir delivery de gás,"1,464",4.69,"1,956",5669,1360,24.0%
2020-03-26,SHOPPING,"103,016",9,24,,"2,905",,,,8495,769,324,182,688,10458,"4,549",62,Fogás: Comparar preços e pedir delivery de gás,"2,905",4.79,"2,950",7527,2724,36.2%
2020-03-27,SHOPPING,"103,770",5,39,,"4,086",,,,8554,826,332,161,614,10487,"4,577",56,Fogás: Comparar preços e pedir delivery de gás,"4,086",4.68,"4,192",9008,3762,41.8%
2020-03-28,SHOPPING,"104,053",1,33,,"2,418",,,,8582,828,333,161,616,10520,"4,577",42,Fogás: Comparar preços e pedir delivery de gás,"2,418",4.61,"2,909",6959,2221,31.9%
2020-03-29,SHOPPING,"104,246",3,21,,"1,960",,,,8623,818,333,161,616,10551,"4,58",38,Fogás: Comparar preços e pedir delivery de gás,"1,960",4.48,"2,470",6085,1815,29.8%
2020-03-30,SHOPPING,"104,829",2,28,,"3,301",,,,8633,826,322,161,634,10576,"4,575",38,Fogás: Comparar preços e pedir delivery de gás,"3,301",4.42,"3,676",7573,3006,39.7%
2020-03-31,SHOPPING,"105,203",1,22,,"2,639",,,,8648,836,332,151,645,10612,"4,573",39,Fogás: Comparar preços e pedir delivery de gás,"2,639",4.23,"3,145",6432,2418,37.6%
